"id","amount","timestamp","customer_id","id","first_name","last_name","email","gender"
"128","$97.84","2021-04-16 07:14:47+00:00","12","12","Flori","Ohanessian","fohanessianb@psu.edu","Agender"
"72","$32.64","2021-04-16 19:53:53+00:00","23","23","Lorain","Marsy","lmarsym@cyberchimps.com","Bigender"
"310","$61.93","2021-04-16 16:34:50+00:00","97","97","Flory","Oakes","foakes2o@telegraph.co.uk","Male"
"21","$50.42","2021-04-16 00:36:44+00:00","102","102","Otes","Ram","oram2t@examiner.com","Bigender"
"234","$60.99","2021-04-16 15:04:20+00:00","113","113","Gina","Pech","gpech34@oracle.com","Bigender"
"773","$51.37","2021-04-16 01:41:56+00:00","126","126","Dukie","Suggett","dsuggett3h@reuters.com","Genderqueer"
"593","$33.33","2021-04-16 17:25:47+00:00","144","144","Kaylyn","Clayfield","kclayfield3z@exblog.jp","Polygender"
"855","$29.97","2021-04-16 23:38:36+00:00","150","150","Wiatt","Clurow","wclurow45@odnoklassniki.ru","Bigender"
"158","$55.82","2021-04-16 03:35:29+00:00","178","178","Russell","Leggatt","rleggatt4x@bbc.co.uk","Genderfluid"
"601","$64.71","2021-04-16 19:48:54+00:00","191","191","Mable","Whatford","mwhatford5a@posterous.com","Male"
"309","$10.76","2021-04-16 04:45:55+00:00","231","231","Jacynth","Avrahamian","javrahamian6e@multiply.com","Bigender"
"170","$98.51","2021-04-16 16:49:48+00:00","246","246","Chelsey","Fedoronko","cfedoronko6t@mapquest.com","Male"
"107","$68.24","2021-04-16 00:56:40+00:00","248","248","Georges","Mattisson","gmattisson6v@java.com","Bigender"
"636","$51.79","2021-04-16 05:25:48+00:00","256","256","Trev","Van der Daal","tvanderdaal73@tmall.com","Female"
"154","$12.35","2021-04-16 09:23:11+00:00","288","288","Bartholomeus","Blazek","bblazek7z@dion.ne.jp","Polygender"
"544","$55.23","2021-04-16 13:33:06+00:00","294","294","Lorilee","Otley","lotley85@soup.io","Female"
"704","$10.13","2021-04-16 00:39:08+00:00","299","299","Danyette","Yegorov","dyegorov8a@patch.com","Genderqueer"
"389","$36.30","2021-04-16 00:36:30+00:00","304","304","Derron","Merida","dmerida8f@nbcnews.com","Genderqueer"
"406","$10.11","2021-04-16 14:23:25+00:00","322","322","Ginevra","Frary","gfrary8x@list-manage.com","Non-binary"
"436","$33.72","2021-04-16 18:03:50+00:00","327","327","Manolo","Hartridge","mhartridge92@about.me","Male"
"284","$17.72","2021-04-16 09:08:52+00:00","375","375","Sukey","Vearnals","svearnalsae@edublogs.org","Agender"
"694","$85.12","2021-04-16 22:39:54+00:00","404","404","Miguelita","Stuffins","mstuffinsb7@facebook.com","Non-binary"
"846","$69.02","2021-04-16 09:51:47+00:00","425","425","Salomone","Ayris","sayrisbs@wisc.edu","Female"
"167","$38.41","2021-04-16 10:32:14+00:00","485","485","Ernie","Leyburn","eleyburndg@google.cn","Agender"
"454","$28.29","2021-04-16 00:11:32+00:00","489","489","Reg","Anfusso","ranfussodk@uol.com.br","Genderqueer"
"853","$97.28","2021-04-16 02:10:57+00:00","493","493","Velma","Sheal","vshealdo@arizona.edu","Genderqueer"
"367","$15.45","2021-04-16 04:49:40+00:00","566","566","Ortensia","Elsby","oelsbyfp@prlog.org","Genderfluid"
"405","$95.08","2021-04-16 08:07:38+00:00","567","567","Zaccaria","Higounet","zhigounetfq@mlb.com","Bigender"
"577","$40.27","2021-04-16 00:02:12+00:00","583","583","Rochette","Moiser","rmoiserg6@buzzfeed.com","Female"
